id,type,label,source_row,title,subtitle,text_excerpt,confidence,aliases,mentions,iso
TOP001390,Topic,The second consequence is that years of weak aggregate demand and price pressures have forced central banks worldwide to find additional instruments that could provide policy accommodation when their main policy rates were approaching zero,534,,,,1.0,['The second consequence is that years of weak aggregate demand and price pressures have forced central banks worldwide to find additional instruments that could provide policy accommodation when their main policy rates were approaching zero'],1.0,
TOP001391,Topic,Fiscal expansion is then indispensable in order to sustain demand and mitigate the long term costs of the crisis 5 Strong complementarities reinforce the policy impact working in both directions,534,,,,1.0,['Fiscal expansion is then indispensable in order to sustain demand and mitigate the long term costs of the crisis 5 Strong complementarities reinforce the policy impact working in both directions'],1.0,
TOP001392,Topic,These developments raise important questions especially as the same developments have occurred in many other advanced economies,534,,,,1.0,['These developments raise important questions especially as the same developments have occurred in many other advanced economies'],1.0,
SPE000464,Speech,European economic governance: early lessons from the crisis,535,European economic governance: early lessons from the crisis,"Keynote speech by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, at the Conference “The Werner Report, 50 Years on”, organised by the Luxembourg Centre for Contemporary and Digital History in cooperation with EUI Florence","European economic governance: early lessons from the crisis Keynote speech by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, at the Conference “The Werner Report, 50 Years on”, organised by the Luxembourg Centre for Contemporary and Digital History in cooperation with EUI Florence Virtual, 8 October 2020",,,,
TOP001393,Topic,As set out in the Treaty on the Functioning of the European Union it means that countries coordinate and conduct their national economic and fiscal policies in a manner that contributes to maintaining the stability of the EUROPEAN UNION as a whole,535,,,,1.0,['As set out in the Treaty on the Functioning of the European Union it means that countries coordinate and conduct their national economic and fiscal policies in a manner that contributes to maintaining the stability of the EUROPEAN UNION as a whole'],1.0,
TOP001394,Topic,To be fair and to produce welfare enhancing outcomes competition needs to be subject to common rules,535,,,,1.0,['To be fair and to produce welfare enhancing outcomes competition needs to be subject to common rules'],1.0,
TOP001395,Topic,Our crisis related supervisory decisions,535,,,,1.0,['Our crisis related supervisory decisions'],1.0,
DAT000408,Date,2020-10-08,535,,,,,,,2020-10-08
SPE000465,Speech,The EUROPEAN CENTRAL BANK’s monetary policy in the pandemic: meeting the challenge,536,The EUROPEAN CENTRAL BANK’s monetary policy in the pandemic: meeting the challenge,"by Philip R. Lane, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the 62<sup>nd</sup> NABE Annual Meeting “Global Reset? Economics, Business, and Policy in the Pandemic”","The EUROPEAN CENTRAL BANK’s monetary policy in the pandemic: meeting the challenge Speech by Philip R. Lane, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the 62nd NABE Annual Meeting “Global Reset? Economics, Business, and Policy in the Pandemic” 6 October 2020 I will provide a brief assessment of the macroeconomic outlook, discuss the EUROPEAN CENTRAL BANK’s monetary policy resp",,,,
TOP001396,Topic,In the initial response to the pandemic crisis we adopted a comprehensive package of complementary measures which are illustrated in Chart 4 5 Central elements included the escalation of asset purchases through the decision to add an extra 120 billion to the running APP and the launch of the specially designed pandemic emergency purchase programme PEPP a revision in the structure and pricing of the TLTRO III programme the easing of the collateral framework and a set of supervisory measures taken by the supervisory wing of the EUROPEAN CENTRAL BANK,536,,,,1.0,['In the initial response to the pandemic crisis we adopted a comprehensive package of complementary measures which are illustrated in Chart 4 5 Central elements included the escalation of asset purchases through the decision to add an extra 120 billion to the running APP and the launch of the specially designed pandemic emergency purchase programme PEPP a revision in the structure and pricing of the TLTRO III programme the easing of the collateral framework and a set of supervisory measures taken by the supervisory wing of the EUROPEAN CENTRAL BANK'],1.0,
TOP001397,Topic,This asymmetry also implies that countries have been differently affected by the pandemic depending on the degree of reliance on the services sector including the tourism travel and entertainment sectors that are especially affected by social distancing and containment measures,536,,,,1.0,['This asymmetry also implies that countries have been differently affected by the pandemic depending on the degree of reliance on the services sector including the tourism travel and entertainment sectors that are especially affected by social distancing and containment measures'],1.0,
TOP001398,Topic,Chart 2 Realised and projected output indexed real GROSS DOMESTIC PRODUCT Q4 2019 100,536,,,,1.0,['Chart 2 Realised and projected output indexed real GROSS DOMESTIC PRODUCT Q4 2019 100'],1.0,
DAT000409,Date,2020-10-06,536,,,,,,,2020-10-06
SPE000466,Speech,The euro area: a laboratory for international macroeconomic research,537,The euro area: a laboratory for international macroeconomic research,"Presentation by Philip R. Lane, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the CEBRA/CEPR/Sveriges Riksbank conference on “Exchange rates and monetary policy”",,,,,
TOP001399,Topic,Exchange rates,537,,,,1.0,"['Exchange rates', 'its own exchange rate']",2.0,
DAT000410,Date,2020-10-01,537,,,,,,,2020-10-01
SPE000467,Speech,The monetary policy strategy review: some preliminary considerations,538,The monetary policy strategy review: some preliminary considerations,"by Christine Lagarde, President of the EUROPEAN CENTRAL BANK, at the “EUROPEAN CENTRAL BANK and Its Watchers XXI”<em> </em>conference","The monetary policy strategy review: some preliminary considerations Speech by Christine Lagarde, President of the EUROPEAN CENTRAL BANK, at the “EUROPEAN CENTRAL BANK and Its Watchers XXI” conference Frankfurt am Main, 30 September 2020 Thank you for inviting me to address this conference. This morning, I would like to speak to you about the EUROPEAN CENTRAL BANK’s strategy review, the reasons we",,,,
TOP001400,Topic,It compensates for possible measurement bias helps countries rebalance their economies within a monetary union and creates a buffer against deflation as well as leading to higher nominal interest rates over the medium term,538,,,,1.0,['It compensates for possible measurement bias helps countries rebalance their economies within a monetary union and creates a buffer against deflation as well as leading to higher nominal interest rates over the medium term'],1.0,
TOP001401,Topic,Examples of these improvements include how it accounts for quality change annual changes in consumption weights more granular categories of expenditure and more timely data,538,,,,1.0,['Examples of these improvements include how it accounts for quality change annual changes in consumption weights more granular categories of expenditure and more timely data'],1.0,
TOP001402,Topic,unnecessarily constricting jobs,538,,,,1.0,['unnecessarily constricting jobs'],1.0,
DAT000411,Date,2020-09-30,538,,,,,,,2020-09-30
TOP001403,Topic,For a year banks will be able to borrow at negative rates which can be as low as 1 on the condition that they lend to the economy,539,,,,1.0,['For a year banks will be able to borrow at negative rates which can be as low as 1 on the condition that they lend to the economy'],1.0,
TOP001404,Topic,Businesses are facing difficulties people are losing their jobs and prospects about the future remain uncertain,539,,,,1.0,['Businesses are facing difficulties people are losing their jobs and prospects about the future remain uncertain'],1.0,
