id,label,name,title,date
doc:2573,Document,Topic of the Year,Topic of the Year,2003-01-13
speech:2573,Speech,Topic of the Year,Topic of the Year,2003-01-13
date:2003_01_13,Date,2003-01-13,,
date:13_january_2003,DATE,13 January 2003,,
person:zum_jahreswechsel,PERSON,Zum Jahreswechsel,,
person:silvesternacht,PERSON,Silvesternacht,,
person:gedanken_das_abgelaufene_jahr,PERSON,Gedanken das abgelaufene Jahr,,
person:jahr_bringen_mag,PERSON,Jahr bringen mag,,
date:geldpolitik_1999,DATE,Geldpolitik 1999,,
person:geldmarktes,PERSON,Geldmarktes,,
loc:friedenszeiten,GPE,Friedenszeiten,,
person:allen_entschuldigen,PERSON,allen entschuldigen,,
loc:unfalle,GPE,Unfälle,,
org:schlangen,ORG,Schlangen,,
person:umtauschstellen,PERSON,Umtauschstellen,,
person:ohnehin_nicht,PERSON,ohnehin nicht,,
org:die_erfolge,ORG,Die Erfolge,,
person:menschen_europaweit,PERSON,Menschen europaweit,,
person:von_der_grobank,PERSON,von der Großbank,,
person:zum_tante_emma_laden,PERSON,zum Tante-Emma-Laden,,
org:mitarbeitern,ORG,Mitarbeitern,,
loc:menschen_aus,LOC,Menschen aus,,
person:genauer_gesagt,PERSON,genauer gesagt,,
person:umstellung_auf_euro_preise,PERSON,Umstellung auf Euro-Preise,,
org:wort_des_jahres,ORG,Wort des Jahres,,
org:der_einfluss_auf,ORG,Der Einfluss auf,,
org:gewaltig,ORG,Gewaltig,,
person:jedoch_die_auswirkungen,PERSON,jedoch die Auswirkungen,,
org:anstiegs,ORG,Anstiegs,,
org:bewusstsein,ORG,Bewusstsein,,
person:wahrnehmung_der_menschen,PERSON,Wahrnehmung der Menschen,,
person:doch_alle_hinzulernen_mussen,PERSON,doch alle hinzulernen müssen,,
person:hartnackig_uber_der_durchaus_korrekt,PERSON,hartnäckig über der durchaus korrekt,,
person:kein_weg,PERSON,kein Weg,,
person:jahre_erfahrungen,PERSON,Jahre Erfahrungen,,
org:jahre_der_kommunikation,ORG,Jahre der Kommunikation,,
org:pressekonferenz_des_prasidenten,ORG,Pressekonferenz des Präsidenten,,
org:monatsbericht,ORG,Monatsbericht,,
org:serie_von_negativen_preisschocks_die_inflationsentwicklung,ORG,Serie von negativen Preisschocks die Inflationsentwicklung,,
person:verstandnis_von_preisstabilitat,PERSON,Verständnis von Preisstabilität,,
person:ganz_gewiss,PERSON,ganz gewiss,,
loc:sorglosigkeit,GPE,Sorglosigkeit,,
org:die_jahre_des_beginns,ORG,Die Jahre des Beginns,,
org:jahre_der_existenz_der_ezb,ORG,Jahre der Existenz der EZB,,
org:seite_der_medaille,ORG,Seite der Medaille,,
person:gefahr_der_deflation,PERSON,Gefahr der Deflation,,
person:einem_auge,PERSON,einem Auge,,
person:zwei_augen,PERSON,zwei Augen,,
person:risiken_der_deflation,PERSON,Risiken der Deflation,,
person:gefahrdung_der_preisstabilitat,PERSON,Gefährdung der Preisstabilität,,
person:unterstellt_wurde,PERSON,unterstellt wurde,,
person:die_zwei_saulen_strategie,PERSON,Die Zwei-Säulen-Strategie,,
person:die_strategie,PERSON,Die Strategie,,
person:zustimmung_gefunden,PERSON,Zustimmung gefunden,,
person:das_urteil,PERSON,das Urteil,,
person:kritische_begleitung,PERSON,kritische Begleitung,,
person:kategorien,PERSON,Kategorien,,
org:mich_nicht,ORG,mich nicht,,
person:gerausch,PERSON,Geräusch,,
person:ja_notwendiger,PERSON,ja notwendiger,,
person:unserer_entscheidung,PERSON,unserer Entscheidung,,
org:rolle_der_geldmenge,ORG,Rolle der Geldmenge,,
person:ganz_bewusst_einen,PERSON,ganz bewusst einen,,
person:wenn_sie,PERSON,Wenn Sie,,
person:weihnachten_ihr_gewicht_kontrolliert_haben,PERSON,Weihnachten Ihr Gewicht kontrolliert haben,,
person:art_referenzwert,PERSON,"Art ""Referenzwert",,
org:der_ihnen,ORG,der Ihnen,,
loc:abweichung,GPE,Abweichung,,
person:referenzwert_von_45,PERSON,"Referenzwert von 4,5%",,
person:maband,PERSON,Maßband,,
person:das_maband,PERSON,das Maßband,,
person:gemengelage_von_faktoren,PERSON,Gemengelage von Faktoren,,
person:umschreiben_lassen,PERSON,umschreiben lassen,,
person:zeigt_das_band,PERSON,zeigt das Band,,
org:qualitat_des_bandes,ORG,Qualität des Bandes,,
person:risiko_der_deflation,PERSON,Risiko der Deflation,,
org:jahren_des_anfangs,ORG,Jahren des Anfangs,,
person:aber_kann,PERSON,Aber kann,,
person:materie_zu_einem,PERSON,Materie zu einem,,
org:unsere_einigung,ORG,Unsere Einigung,,
org:rotationsverfahren,ORG,Rotationsverfahren,,
person:frequenz_der_abstimmungsberechtigung_zwischen_den,PERSON,Frequenz der Abstimmungsberechtigung zwischen den,,
org:mitgliedern_des_ezb_rates,ORG,Mitgliedern des EZB-Rates,,
loc:nachweis,GPE,Nachweis,,
org:ganze,ORG,Ganze,,
person:elemente_des_von,PERSON,Elemente des von,,
org:modells,ORG,Modells,,
person:sobald_das_ratifikationsverfahren_des_nizza_vertrages,PERSON,sobald das Ratifikationsverfahren des Nizza-Vertrages,,
org:formulierungen,ORG,Formulierungen,,
person:formel,PERSON,Formel,,
person:effizienz_der_geldpolitik,PERSON,Effizienz der Geldpolitik,,
loc:stimmberechtigte,GPE,Stimmberechtigte,,
org:darf_nicht_auf,ORG,darf nicht auf,,
org:maschine,ORG,Maschine,,
person:situationen,PERSON,Situationen,,
person:meisten_der,PERSON,meisten der,,
org:burger_des_euroraumes,ORG,Bürger des Euroraumes,,
person:dem_mond,PERSON,dem Mond,,
person:vielfalt,PERSON,Vielfalt,,
loc:geschichte,GPE,Geschichte,,
person:sprachenvielfalt,PERSON,Sprachenvielfalt,,
person:nicht_getragen,PERSON,nicht getragen,,
org:mitgliedern_des_rates,ORG,Mitgliedern des Rates,,
person:abstimmungsberechtigt_oder_nicht,PERSON,abstimmungsberechtigt oder nicht,,
org:wechsel,ORG,Wechsel,,
person:ausscheiden_von_christian_noyer,PERSON,Ausscheiden von Christian Noyer,,
person:meine_kollegin_hamalainen,PERSON,Meine Kollegin Hämäläinen,,
org:das_anfangsteam,ORG,das Anfangsteam,,
person:zukommenden_herausforderungen_bewaltigen,PERSON,zukommenden Herausforderungen bewältigen,,
person:alle_kennen,PERSON,alle kennen,,
org:wirtschaft_des_euroraumes,ORG,Wirtschaft des Euroraumes,,
person:laufe_von_2003,PERSON,Laufe von 2003,,
org:ruckgang_der_inflationsrate_auf,ORG,Rückgang der Inflationsrate auf,,
person:neben_verunsicherungen,PERSON,Neben Verunsicherungen,,
org:irak_krieg,ORG,Irak-Krieg,,
person:ganz_allgemein,PERSON,ganz allgemein,,
person:militarischen_konfliktes,PERSON,militärischen Konfliktes,,
org:cent,ORG,Cent,,
doc:2574,Document,Macroeconomic stability and growth in the European Monetary  Union,Macroeconomic stability and growth in the European Monetary  Union,2002-12-16
speech:2574,Speech,Macroeconomic stability and growth in the European Monetary  Union,Macroeconomic stability and growth in the European Monetary  Union,2002-12-16
date:2002_12_16,Date,2002-12-16,,
org:the_european_monetary_union_speech,ORG,the European Monetary  Union Speech,,
date:16_december_2002,DATE,16 December 2002,,
org:barcelona_european_council,ORG,Barcelona European Council,,
topic:european_monetary_union_speech,Topic,European Monetary  Union Speech,,
doc:2575,Document,Monetary policy in a world of uncertainty,Monetary policy in a world of uncertainty,2002-12-09
speech:2575,Speech,Monetary policy in a world of uncertainty,Monetary policy in a world of uncertainty,2002-12-09
date:2002_12_09,Date,2002-12-09,,
org:fondation_banque_de_france_centre,ORG,Fondation Banque de France Centre,,
date:9_december_2002,DATE,9 December 2002,,
org:fondation_banque_de_france_centre_detudes_prospectives_et_dinformations_internationales_cepii_universite_aix_marseille_idep,ORG,Fondation Banque de France Centre d'Etudes Prospectives et d'Informations Internationales CEPII Université Aix-Marseille IDEP,,
org:foundation_banque_de_france,ORG,Foundation Banque de France,,
org:centre_detudes_prospectives_et_dinformations_ifnternationales,ORG,Centre d'Etudes Prospectives et d'Informations IFnternationales,,
org:social_inter_actions,ORG,social inter-actions,,
date:the_late_1940s,DATE,the late 1940s,,
org:gali_gertler,ORG,Galí & Gertler,,
org:perez_quiros_sicilia,ORG,Perez-Quiros & Sicilia,,
topic:uncertainty_prof_otmar_issing,Topic,uncertainty Prof. Otmar Issing,,
doc:2576,Document,The relevance of financial sector developments   for accession countries,The relevance of financial sector developments   for accession countries,2002-12-09
speech:2576,Speech,The relevance of financial sector developments   for accession countries,The relevance of financial sector developments   for accession countries,2002-12-09
org:the_economist_conferences_3rd_cyprus_summit,ORG,The Economist Conferences - 3rd Cyprus Summit,,
org:the_3rd_cyprus_summit,ORG,the 3rd Cyprus Summit,,
topic:relevance,Topic,relevance,,
topic:financial_sector_developments,Topic,financial sector developments,,
topic:accession_countries,Topic,accession countries,,
doc:2577,Document,Why stable prices and stable markets are important and how they fit together,Why stable prices and stable markets are important and how they fit together,2002-12-05
speech:2577,Speech,Why stable prices and stable markets are important and how they fit together,Why stable prices and stable markets are important and how they fit together,2002-12-05
date:2002_12_05,Date,2002-12-05,,
date:early_this_week,DATE,early this week,,
org:lachmann,ORG,Lachmann,,
date:the_decade_of_the_1990s,DATE,the decade of the 1990s,,
date:14_16_october,DATE,14-16 October,,
date:371,DATE,37(1,,
date:99_106,DATE,99- 106,,
date:13_november_1996,DATE,"13 November, 1996",,
date:75_97_goodfriend,DATE,75-97 Goodfriend,,
org:financial_deregulation,ORG,Financial Deregulation,,
org:fed_of_richmond_economic_review,ORG,Fed of Richmond Economic Review,,
person:basil_blackwell,PERSON,Basil Blackwell,,
org:see_dotsey,ORG,See Dotsey,,
loc:hoover,GPE,Hoover,,
org:calomiris,ORG,Calomiris,,
loc:gorton,GPE,Gorton,,
topic:stable_prices,Topic,stable prices,,
topic:stable_markets,Topic,stable markets,,
topic:first_conference,Topic,First Conference,,
doc:2578,Document,"Testimony before the Committee on Economic and Monetary Affairs of the European Parliament with the President of the European Central Bank, in accordance with Article 113(3) of the Treaty on European Union","Testimony before the Committee on Economic and Monetary Affairs of the European Parliament with the President of the European Central Bank, in accordance with Article 113(3) of the Treaty on European Union",2002-12-03
speech:2578,Speech,"Testimony before the Committee on Economic and Monetary Affairs of the European Parliament with the President of the European Central Bank, in accordance with Article 113(3) of the Treaty on European Union","Testimony before the Committee on Economic and Monetary Affairs of the European Parliament with the President of the European Central Bank, in accordance with Article 113(3) of the Treaty on European Union",2002-12-03
date:2002_12_03,Date,2002-12-03,,
date:3_december_2002,DATE,3 December 2002,,
date:between_5_and_5,DATE,between 5 and 5,,
date:the_fourth_quarter_of_2002,DATE,the fourth quarter of 2002,,
date:the_early_months_of_next_year,DATE,the early months of next year,,
doc:2579,Document,The euro after four years: is there a risk of deflation?,The euro after four years: is there a risk of deflation?,2002-12-02
speech:2579,Speech,The euro after four years: is there a risk of deflation?,The euro after four years: is there a risk of deflation?,2002-12-02
date:2002_12_02,Date,2002-12-02,,
org:16th_european_finance_convention,ORG,16th European Finance Convention,,
date:2_december_2002,DATE,2 December 2002,,
person:london_achievements,PERSON,London Achievements,,
date:december_monthly_bulletin,DATE,December Monthly Bulletin,,
date:the_year_2004,DATE,the year 2004,,
date:the_third_quarter_of_2001,DATE,the third quarter of 2001,,
date:the_fourth_quarter_of_2001,DATE,the fourth quarter of 2001,,
org:depressions,ORG,Depressions,,
date:june_26,DATE,June 26,,
person:deflationsgefahr,PERSON,Deflationsgefahr,,
org:hb,ORG,HB,,
org:nzz,ORG,NZZ,,
date:1_october_1933,DATE,"1, October 1933",,
topic:four_years,Topic,four years,,
topic:16th_european_finance_convention,Topic,16th European Finance Convention,,
doc:2580,Document,Reflection on euro area membership,Reflection on euro area membership,2002-11-27
speech:2580,Speech,Reflection on euro area membership,Reflection on euro area membership,2002-11-27
date:2002_11_27,Date,2002-11-27,,
org:swedish_chamber_of_commerce,ORG,Swedish Chamber of Commerce,,
date:27_november_2002,DATE,27 November 2002,,
org:the_swedish_chamber_of_commerce,ORG,the Swedish Chamber of Commerce,,
topic:euro_area_membership,Topic,euro area membership,,
topic:dr_sirkka_hamalainen_member,Topic,Dr. Sirkka Hämäläinen Member,,
topic:swedish_chamber,Topic,Swedish Chamber,,
doc:2581,Document,Some thoughts on the performance of the ECB,Some thoughts on the performance of the ECB,2002-11-22
speech:2581,Speech,Some thoughts on the performance of the ECB,Some thoughts on the performance of the ECB,2002-11-22
date:2002_11_22,Date,2002-11-22,,
person:deutsch,PERSON,Deutsch,,
org:the_deutsch_spanische_gesellschaft,ORG,the Deutsch-Spanische Gesellschaft,,
org:the_european_systems_of_central_banks,ORG,the European Systems of Central Banks,,
org:dios,ORG,Dios,,
org:el_mazo,ORG,el mazo,,
org:the_committee_on_monetary_financial_and_balance_of_payment_statistics,ORG,"the Committee on Monetary, Financial and Balance of Payment Statistics",,
org:the_ecb_directorate_general_statistics,ORG,the ECB Directorate General Statistics,,
date:six_months_time,DATE,six months' time,,
date:five_years_old,DATE,five years old,,
date:50_years_old,DATE,50 years old,,
date:1782,DATE,1782,,
org:banco_de_san_carlos,ORG,Banco de San Carlos,,
doc:2582,Document,International currencies: where does the euro stand?,International currencies: where does the euro stand?,2002-11-22
speech:2582,Speech,International currencies: where does the euro stand?,International currencies: where does the euro stand?,2002-11-22
org:frankfurt_european_banking_congress_2002,ORG,Frankfurt European Banking Congress 2002,,
org:triennial_central_bank_survey,ORG,Triennial Central Bank Survey,,
person:jpy,PERSON,JPY,,
date:between_december_2001_and_end_june_2002,DATE,between December 2001 and end-June 2002,,
loc:central_europe,LOC,Central Europe,,
org:fr_yugoslavia,ORG,FR Yugoslavia,,
doc:2583,Document,The role of monetary policy and the central banks in global  financial stability,The role of monetary policy and the central banks in global  financial stability,2002-11-18
speech:2583,Speech,The role of monetary policy and the central banks in global  financial stability,The role of monetary policy and the central banks in global  financial stability,2002-11-18
date:2002_11_18,Date,2002-11-18,,
org:the_executive_board_session,ORG,the Executive Board Session,,
org:8th_european_forum,ORG,8th European Forum,,
date:16_november_2002,DATE,16 November 2002,,
topic:global_financial_stability,Topic,global  financial stability,,
doc:2584,Document,The euro - a world currency,The euro - a world currency,2002-11-13
speech:2584,Speech,The euro - a world currency,The euro - a world currency,2002-11-13
date:2002_11_13,Date,2002-11-13,,
date:13_november_2002,DATE,13 November 2002,,
date:the_7th_century,DATE,the 7th century,,
date:the_early_middle_ages,DATE,the early Middle Ages,,
date:eighteenth_centuries,DATE,eighteenth centuries,,
date:the_beginning_of_the_twentieth_century,DATE,the beginning of the twentieth century,,
date:the_end_of_the_first_world_war,DATE,the end of the First World War,,
date:almost_four_years,DATE,almost four years,,
person:william_stanley,PERSON,William Stanley,,
person:d_appleton,PERSON,D. Appleton,,
loc:company,GPE,Company,,
loc:lopez,GPE,Lopez,,
date:1815_1823,DATE,1815-1823,,
loc:ricardo,GPE,Ricardo,,
person:piero_sraffa,PERSON,Piero Sraffa,,
topic:world_currency,Topic,world currency,,
topic:hochschule_fur_bankwirtschaft,Topic,Hochschule für Bankwirtschaft,,
topic:13_november,Topic,13 November,,
doc:2585,Document,Opening remarks,Opening remarks,2002-11-12
speech:2585,Speech,Opening remarks,Opening remarks,2002-11-12
date:2002_11_12,Date,2002-11-12,,
loc:mexico_city_ladies,GPE,Mexico City Ladies,,
topic:2nd_international_conference,Topic,2nd international conference,,
doc:2586,Document,The euro: a driving force in a globalised financial system,The euro: a driving force in a globalised financial system,2002-11-11
speech:2586,Speech,The euro: a driving force in a globalised financial system,The euro: a driving force in a globalised financial system,2002-11-11
date:2002_11_11,Date,2002-11-11,,
date:june_next_year,DATE,June next year,,
date:two_centuries_old,DATE,two centuries old,,
loc:saint_pierre_et_miquelon,GPE,Saint-Pierre-et-Miquelon,,
person:mayotte,PERSON,Mayotte,,
loc:bosnia_herzegovina,GPE,Bosnia-Herzegovina,,
person:cape_verde,PERSON,Cape Verde,,
date:the_end_of_june_2002,DATE,the end of June 2002,,
org:key_background_documentation_ecb,ORG,KEY BACKGROUND DOCUMENTATION ECB,,
org:8th_dubrovnik_economic_conference,ORG,8th Dubrovnik Economic Conference,,
topic:driving_force,Topic,driving force,,
topic:globalised_financial_system,Topic,globalised financial system,,
doc:2587,Document,Trajectories towards the euro and the role of ERM II,Trajectories towards the euro and the role of ERM II,2002-11-04
speech:2587,Speech,Trajectories towards the euro and the role of ERM II,Trajectories towards the euro and the role of ERM II,2002-11-04
date:2002_11_04,Date,2002-11-04,,
date:4_november_2002,DATE,4 November 2002,,
person:accessionland,PERSON,Accessionland,,
loc:accessionland,GPE,Accessionland,,
org:lombardia,ORG,Lombardia,,
loc:campania,GPE,Campania,,
org:conclusions_accession,ORG,Conclusions Accession,,
person:j_crespo_cuaresma,PERSON,J. Crespo-Cuaresma,,
person:m_dimitz,PERSON,M. Dimitz,,
person:d_ritzberger_gruenwald,PERSON,D. Ritzberger-Gruenwald,,
date:62_april_2002,DATE,"62, April 2002",,
topic:erm_ii_speech,Topic,ERM II Speech,,
doc:2588,Document,"Second ECB Central Banking  Conference 24-25 October 2002, Frankfurt am Main","Second ECB Central Banking  Conference 24-25 October 2002, Frankfurt am Main",2002-10-25
speech:2588,Speech,"Second ECB Central Banking  Conference 24-25 October 2002, Frankfurt am Main","Second ECB Central Banking  Conference 24-25 October 2002, Frankfurt am Main",2002-10-25
date:2002_10_25,Date,2002-10-25,,
date:24_25_october_2002,DATE,24-25 October 2002,,
org:the_european_financial_system,ORG,the European Financial System,,
date:24_october_2002,DATE,24 October 2002,,
person:dermine,PERSON,Dermine,,
org:small_and_medium_enterprises,ORG,Small and Medium Enterprises,,
topic:main_relationship_lending,Topic,Main Relationship lending,,
topic:prof_otmar_issings_dinner_speech,Topic,Prof. Otmar Issing's Dinner Speech,,
topic:second_ecb_central_banking_conference,Topic,Second ECB Central Banking Conference,,
topic:european_financial_system,Topic,European Financial System,,
doc:2589,Document,"Second ECB Central Banking   Conference  24-25 October 2002, Frankfurt am Main","Second ECB Central Banking   Conference  24-25 October 2002, Frankfurt am Main",2002-10-24
speech:2589,Speech,"Second ECB Central Banking   Conference  24-25 October 2002, Frankfurt am Main","Second ECB Central Banking   Conference  24-25 October 2002, Frankfurt am Main",2002-10-24
date:2002_10_24,Date,2002-10-24,,
org:graduate_research_and_visitors_programme,ORG,Graduate Research and Visitors Programme,,
org:the_financial_research_network,ORG,the Financial Research Network,,
date:next_november,DATE,next November,,
org:jean_pierre_danthine,ORG,Jean-Pierre Danthine,,
person:jean_dermine,PERSON,Jean Dermine,,
person:bruce_carnegie_brown,PERSON,Bruce Carnegie-Brown,,
topic:welcome_speech,Topic,Welcome speech,,
doc:2590,Document,Perspectives on EU enlargement,Perspectives on EU enlargement,2002-10-14
speech:2590,Speech,Perspectives on EU enlargement,Perspectives on EU enlargement,2002-10-14
date:2002_10_14,Date,2002-10-14,,
org:imadec_university,ORG,IMADEC University,,
date:14_october_2002,DATE,14 October 2002,,
org:klaus_liebschers,ORG,Klaus Liebscher's,,
doc:2591,Document,The integration of Europe's financial markets,The integration of Europe's financial markets,2002-10-08
speech:2591,Speech,The integration of Europe's financial markets,The integration of Europe's financial markets,2002-10-08
date:2002_10_08,Date,2002-10-08,,
org:the_world_federation_of_exchanges,ORG,the World Federation of Exchanges,,
date:8_october_2002,DATE,8 October 2002,,
topic:europes_financial_markets,Topic,Europe's financial markets,,
doc:2592,Document,"Testimony before the Committee on Economic and Monetary Affairs of the European Parliamentwith the President of the European Central Bank, in accordance with Article 113(3) of the Treaty on European Union","Testimony before the Committee on Economic and Monetary Affairs of the European Parliamentwith the President of the European Central Bank, in accordance with Article 113(3) of the Treaty on European Union",2002-10-08
speech:2592,Speech,"Testimony before the Committee on Economic and Monetary Affairs of the European Parliamentwith the President of the European Central Bank, in accordance with Article 113(3) of the Treaty on European Union","Testimony before the Committee on Economic and Monetary Affairs of the European Parliamentwith the President of the European Central Bank, in accordance with Article 113(3) of the Treaty on European Union",2002-10-08
org:the_european_parliamentwith,ORG,the European Parliamentwith,,
date:august_2002,DATE,August 2002,,
date:the_second_quarter_of_2002,DATE,the second quarter of 2002,,
topic:european_parliamentwith,Topic,European Parliamentwith,,
doc:2593,Document,The first nine months of the euro cash era,The first nine months of the euro cash era,2002-09-24
speech:2593,Speech,The first nine months of the euro cash era,The first nine months of the euro cash era,2002-09-24
date:2002_09_24,Date,2002-09-24,,
org:international_imaging_industry_summit,ORG,International Imaging Industry Summit,,
person:schloss_bensberg,PERSON,Schloss Bensberg,,
date:24_september_2002,DATE,24 September 2002,,
org:the_international_imaging_industry_summit,ORG,the International Imaging Industry Summit,,
loc:photokina,GPE,Photokina,,
date:december_1991,DATE,December 1991,,
date:almost_nine_months,DATE,almost nine months,,
date:the_end_of_february_2002,DATE,the end of February 2002,,
date:the_months_before,DATE,the months before,,
date:december_2000_to_december_2001,DATE,December 2000 to December 2001,,
date:15_january_2002,DATE,15 January 2002,,
date:the_end_of_august_2002,DATE,the end of August 2002,,
date:mid_january,DATE,mid-January,,
date:the_first_eight_months_of_2002,DATE,the first eight months of 2002,,
date:mid_january_2002,DATE,mid-January 2002,,
date:between_december_2001_and_june_2002,DATE,Between December 2001 and June 2002,,
date:the_first_few_months_of_2002,DATE,the first few months of 2002,,
date:the_early_months_of_this_year,DATE,the early months of this year,,
date:the_extreme_winter,DATE,the extreme winter,,
date:the_first_quarter_of_2002,DATE,the first quarter of 2002,,
org:federal_statistical_office,ORG,Federal Statistical Office,,
org:destatis,ORG,DESTATIS,,
date:2_july_2002,DATE,2 July 2002,,
topic:euro_cash_era,Topic,euro cash era,,
topic:the_international_imaging_industry_summit,Topic,"the, International Imaging Industry Summit",,
doc:2594,Document,European financial integration and stability,European financial integration and stability,2002-09-17
speech:2594,Speech,European financial integration and stability,European financial integration and stability,2002-09-17
date:2002_09_17,Date,2002-09-17,,
org:the_association_of_foreign_bank_representatives,ORG,the Association of Foreign Bank Representatives,,
date:17_september_2002,DATE,17 September 2002,,
date:thirteen_years,DATE,thirteen years,,
org:the_tripartite_group,ORG,the Tripartite Group,,
org:the_groupe_de_contact,ORG,the Groupe de Contact,,
org:gdc,ORG,GdC,,
org:the_forum_of_european_securities_regulators,ORG,the Forum of European Securities Regulators,,
org:the_conference_of_insurance_supervisory_authorities,ORG,the Conference of Insurance Supervisory Authorities,,
org:roundtable_of_regulators,ORG,Roundtable of Regulators,,
org:the_mixed_technical_group,ORG,the Mixed Technical Group,,
org:mtg,ORG,MTG,,
org:key_background_documentation,ORG,KEY BACKGROUND DOCUMENTATION,,
doc:2595,Document,Monetary Policy in a Changing Economic Environment,Monetary Policy in a Changing Economic Environment,2002-08-30
speech:2595,Speech,Monetary Policy in a Changing Economic Environment,Monetary Policy in a Changing Economic Environment,2002-08-30
date:2002_08_30,Date,2002-08-30,,
date:30_august_2002,DATE,30 August 2002,,
person:william_poole,PERSON,William Poole,,
date:more_than_thirty_years_ago,DATE,more than thirty years ago,,
org:the_money_market,ORG,"the Money Market,",,
date:47_july,DATE,"47, July",,
org:micro,ORG,Micro,,
date:80_october,DATE,"80, October",,
org:the_conference_government,ORG,the Conference 'Government,,
org:cons_of_counter_cyclical_macro_policy,ORG,Cons of Counter-Cyclical Macro Policy',,
org:the_two_pillars_of_the_ecbs,ORG,The Two Pillars of the ECB's,,
person:o_issing_et,PERSON,O. Issing et,,
loc:m_woodford,GPE,M. Woodford,,
org:pitfalls_of_forward,ORG,Pitfalls of Forward,,
person:l_meyer,PERSON,L. Meyer,,
org:bank_of_international_settlement_review_no,ORG,Bank of International Settlement Review No,,
topic:symposium_rethinking_stabilisation_policy,Topic,"Symposium ""Rethinking Stabilisation Policy",,
doc:2596,Document,Reply,Reply,2002-07-24
speech:2596,Speech,Reply,Reply,2002-07-24
date:2002_07_24,Date,2002-07-24,,
org:reply_reply,ORG,Reply Reply,,
date:24_july_2002,DATE,24 July 2002,,
date:24_july_2002_first,DATE,24 July 2002 First,,
person:eichel,PERSON,Eichel,,
person:jelle_zijlstra,PERSON,Jelle Zijlstra,,
date:my_early_years,DATE,my early years,,
date:july_1993,DATE,July 1993,,
person:mr_eichel,PERSON,Mr Eichel,,
org:merit,ORG,Merit,,
topic:reply_reply,Topic,Reply Reply,,
doc:2597,Document,"Public hearing on ""After Enron: financial supervision in Europe"" at theCommittee on Economic and Monetary Affairs of the European Parliament","Public hearing on ""After Enron: financial supervision in Europe"" at theCommittee on Economic and Monetary Affairs of the European Parliament",2002-07-10
speech:2597,Speech,"Public hearing on ""After Enron: financial supervision in Europe"" at theCommittee on Economic and Monetary Affairs of the European Parliament","Public hearing on ""After Enron: financial supervision in Europe"" at theCommittee on Economic and Monetary Affairs of the European Parliament",2002-07-10
date:2002_07_10,Date,2002-07-10,,
org:thecommittee_on_economic_and_monetary_affairs,ORG,theCommittee on Economic and Monetary Affairs,,
org:the_european_parliament_statement,ORG,the European Parliament Statement,,
date:10_july_2002,DATE,10 July 2002,,
date:10_july_2002_1,DATE,10 July 2002 1,,
date:early_september_2002,DATE,early September 2002,,
person:f_heinemann,PERSON,F. Heinemann,,
person:m_jopp,PERSON,M. Jopp,,
org:working_european_retail_market_for_financial_services,ORG,Working European Retail Market for Financial Services,,
org:the_european_financial_services_roundtable,ORG,the European Financial Services Roundtable,,
org:gyllenhammer,ORG,Gyllenhammer,,
loc:europa_union,GPE,Europa Union,,
topic:financial_supervision,Topic,financial supervision,,
topic:european_parliament_statement,Topic,European Parliament Statement,,
topic:eu_structures,Topic,EU structures,,
doc:2598,Document,Some reflections on handling monetary policy in a global environment,Some reflections on handling monetary policy in a global environment,2002-07-05
speech:2598,Speech,Some reflections on handling monetary policy in a global environment,Some reflections on handling monetary policy in a global environment,2002-07-05
date:2002_07_05,Date,2002-07-05,,
date:5_july_2002,DATE,5 July 2002,,
person:gramlich,PERSON,Gramlich,,
org:the_pound_sterling,ORG,the Pound Sterling,,
org:canzoneri,ORG,Canzoneri,,
loc:henderson,GPE,Henderson,,
org:sutherland,ORG,Sutherland,,
topic:global_environment,Topic,global environment,,
doc:2599,Document,International Research Forum on Monetary Policy,International Research Forum on Monetary Policy,2002-07-05
speech:2599,Speech,International Research Forum on Monetary Policy,International Research Forum on Monetary Policy,2002-07-05
org:international_research_forum_on_monetary_policy_opening,ORG,International Research Forum on Monetary Policy Opening,,
org:european_studies,ORG,European Studies,,
person:matt_canzoneri,PERSON,Matt Canzoneri,,
person:dale_henderson,PERSON,Dale Henderson,,
date:14_and,DATE,14 and,,
topic:monetary_policy_opening_address,Topic,Monetary Policy Opening address,,
topic:dear_governor_gramlich,Topic,Dear Governor Gramlich,,
doc:2600,Document,Presentation of the ECB's Annual Report 2001  to the European Parliament,Presentation of the ECB's Annual Report 2001  to the European Parliament,2002-07-02
speech:2600,Speech,Presentation of the ECB's Annual Report 2001  to the European Parliament,Presentation of the ECB's Annual Report 2001  to the European Parliament,2002-07-02
date:2002_07_02,Date,2002-07-02,,
date:the_year_2001,DATE,The year 2001,,
loc:seville,GPE,Seville,,
topic:milestone,Topic,milestone,,
doc:2601,Document,The Euro Goes East,The Euro Goes East,2002-06-29
speech:2601,Speech,The Euro Goes East,The Euro Goes East,2002-06-29
date:2002_06_29,Date,2002-06-29,,
date:29_june_2002,DATE,29 June 2002,,
date:29_june_2002_1,DATE,29 June 2002 1,,
org:the_eighth_dubrovnik_economic_conference,ORG,the Eighth Dubrovnik Economic Conference,,
date:end_april_2002,DATE,end-April 2002,,
date:the_last_months_of_the_year,DATE,the last months of the year,,
org:socialist_federal_republic_of_yugoslavia,ORG,Socialist Federal Republic of Yugoslavia,,
date:the_second_half_of_2001,DATE,the second half of 2001,,
date:the_end_of_december_2001,DATE,the end of December 2001,,
